sample,cg05897963,cg14498592,cg09077862,cg03461110,cg10036013,cg15896356,cg26667395,cg19861824,cg05979118,cg21141024,cg17240135,cg05648964,cg03811629,cg17913347,cg25732104,cg06946838,cg21178254,cg11541547,cg23752752,cg06212582,cg25149125,cg18546840,cg21547690,cg09507567,cg04907244,cg03191045,cg07759247,cg18836258,cg03577433,cg08852963,cg03184410,cg13429194,cg01269718,cg18663033,cg02797195,cg09129050,cg12954512,cg25331250,cg20779334,cg23713520,cg00208274,cg25663755,cg01832712,cg04415270,cg05445090,cg07342322,cg19815271,cg05516489,cg06206957,cg20415486,cg09011473,cg25185947,cg26166817,cg25470148,cg24112733,stage
TCGA-AC-A3BB-01A,0.478749887,0.652569825,0.505935046,0.339429213,0.359632332,0.884234287,0.116409608,0.400060779,0.611792191,0.30515637,0.547876078,0.652778749,0.399525331,0.548796092,0.735947764,0.299198876,0.448320316,0.659000138,0.326048288,0.929671117,0.717201365,0.415161237,0.507186935,0.412702827,0.422437619,0.030772191,0.165986644,0.511280048,0.623838153,0.348162586,0.759223532,0.732330253,0.158768612,0.548332668,0.778139954,0.882371361,0.548720843,0.937512509,0.616004157,0.505240846,0.466504776,0.10482993,0.221265436,0.412711455,0.916921072,0.325617085,0.680903259,0.468979089,0.530263015,0.403422191,0.8053873,0.698885117,0.635989355,0.621956221,0.30346198,Late
TCGA-OL-A5RW-01A,0.674452463,0.176719498,0.344909857,0.83542005,0.922201978,0.325015316,0.767020762,0.818891999,0.908620829,0.075982555,0.948229139,0.720370004,0.29770908,0.280298603,0.155716025,0.055810832,0.338419197,0.903644329,0.906136069,0.861572316,0.38167714,0.955866667,0.170012915,0.540931151,0.047235328,0.880934035,0.05866712,0.563936792,0.857679967,0.241442274,0.544809374,0.883076392,0.040441875,0.21637101,0.116852511,0.907001594,0.290918472,0.899431961,0.124345961,0.152624337,0.943177012,0.728836819,0.647899798,0.115645637,0.917722372,0.130769894,0.304180977,0.716989789,0.708108425,0.969679598,0.911902433,0.903557208,0.396728029,0.871161481,0.506758298,Early
TCGA-BH-A0DQ-11A,0.19927665,0.464246413,0.531973923,0.576392096,0.638900279,0.578370064,0.11773552,0.585540783,0.464246413,0.261678542,0.808716205,0.787194564,0.279044651,0.82958895,0.575168694,0.12118289,0.175181482,0.820954805,0.470068471,0.895678678,0.5031622,0.640765198,0.079738364,0.804162837,0.561123154,0.027151288,0.060860359,0.577849078,0.550485987,0.523892262,0.464246413,0.464246413,0.044501673,0.381244978,0.428441889,0.464246413,0.230552371,0.464246413,0.29389737,0.482473379,0.757792877,0.138406276,0.425706678,0.172067293,0.910696251,0.177205181,0.422344735,0.167325567,0.21391551,0.779468145,0.858450549,0.464246413,0.52542318,0.773708151,0.518367798,Early
TCGA-LL-A73Z-01A,0.353402675,0.502036511,0.534107012,0.673925234,0.63934155,0.585622435,0.109182848,0.399971734,0.502036511,0.158112372,0.502036511,0.598714825,0.39539841,0.526350223,0.557258614,0.28233809,0.457001622,0.827292962,0.62610445,0.877078052,0.513189424,0.502036511,0.024005356,0.520138205,0.257614743,0.088541385,0.09475996,0.528062001,0.54255737,0.512314563,0.736886303,0.502036511,0.118511269,0.474914247,0.447968413,0.879034486,0.408275328,0.879304388,0.488307182,0.547420022,0.82380152,0.393437926,0.531888867,0.407091893,0.502036511,0.249293804,0.46569161,0.475163136,0.442709601,0.846447194,0.891450085,0.775894474,0.528848207,0.805576984,0.299485992,Early
TCGA-C8-A1HL-01A,0.7831183,0.079693183,0.544879139,0.126178855,0.104005321,0.945833572,0.376748267,0.217633425,0.39147424,0.133190455,0.361047958,0.205267469,0.694305214,0.197445028,0.32707089,0.191583049,0.384754466,0.300561434,0.070479888,0.878643904,0.622071289,0.196374669,0.135656847,0.149431633,0.174582323,0.087594861,0.044727592,0.163550976,0.898101384,0.109130064,0.39147424,0.25340313,0.40479789,0.638170186,0.887711287,0.39147424,0.882699099,0.106949547,0.560711875,0.809014025,0.15870709,0.084633892,0.112812557,0.599888001,0.92938279,0.736596442,0.587549297,0.377242789,0.571082371,0.152447935,0.39147424,0.39147424,0.420741276,0.65868456,0.136824492,Late
TCGA-GM-A2DB-01A,0.474962417,0.615278944,0.515152878,0.615667243,0.784105745,0.528126476,0.165169585,0.385898338,0.527233348,0.160644412,0.598353415,0.690978786,0.463453898,0.546869448,0.702237258,0.105831445,0.406105196,0.945560323,0.60773871,0.909473823,0.756796054,0.591445716,0.36845012,0.268578971,0.221924677,0.207542401,0.222374471,0.656035742,0.566497639,0.27869982,0.669265779,0.912641688,0.111997911,0.246222684,0.554014145,0.924105129,0.531187804,0.893301875,0.500944378,0.477865441,0.868114838,0.384675542,0.430589053,0.552642402,0.917843883,0.420514199,0.583513285,0.480310633,0.102738512,0.526952199,0.832421876,0.67120504,0.564444506,0.788738133,0.164395894,Early
TCGA-BH-A1EY-11B,0.25964192,0.897992372,0.73050374,0.507679541,0.550812525,0.664909568,0.140193041,0.565839034,0.928376471,0.236746758,0.692367205,0.775780893,0.33496291,0.615543236,0.48440838,0.129175685,0.329500392,0.913397528,0.455830404,0.889844842,0.549024667,0.664029535,0.15105069,0.654902598,0.28425171,0.025730718,0.046443761,0.579030689,0.578227381,0.6447195,0.886616812,0.71412899,0.064085062,0.266037076,0.528929739,0.850804567,0.375453653,0.902072787,0.454985741,0.431606394,0.665890162,0.200667192,0.404354048,0.19302232,0.915552926,0.252460798,0.523127309,0.192257573,0.260711795,0.815035007,0.908011708,0.847647672,0.588378222,0.489671605,0.504986116,Early
TCGA-BH-A204-11A,0.188160101,0.630625978,0.653912109,0.465122242,0.633438602,0.856619156,0.137173874,0.517666921,0.881301644,0.101100158,0.758933477,0.658539935,0.366223394,0.519188887,0.575569292,0.105093644,0.325026994,0.893927054,0.417477251,0.852980715,0.676758549,0.445407918,0.143820903,0.22255953,0.316305675,0.018313483,0.035413096,0.52512336,0.680152096,0.693242238,0.496786433,0.877867122,0.101181236,0.170341992,0.908082697,0.876033053,0.183772756,0.878487585,0.716150943,0.363456315,0.716822181,0.137977496,0.304008436,0.121675487,0.874708769,0.257822618,0.817914284,0.127394675,0.501739706,0.349168043,0.916381303,0.820403982,0.919941145,0.251252921,0.338704351,Early
TCGA-BH-A204-01A,0.5876973,0.048415948,0.909313726,0.089621073,0.089176597,0.909053664,0.760245854,0.082235119,0.51832864,0.925329355,0.925688259,0.799698623,0.762410724,0.247302584,0.827706806,0.905318951,0.538380249,0.444644554,0.041927093,0.855089996,0.267474391,0.077792171,0.672609649,0.09889726,0.172087915,0.171522462,0.907854589,0.076300092,0.917528397,0.255257615,0.51832864,0.199279389,0.568473791,0.854964651,0.855343369,0.901534838,0.718900128,0.126420438,0.79787783,0.842399712,0.099326814,0.114110427,0.037828625,0.744199443,0.878211911,0.864385028,0.759378825,0.845565321,0.647289238,0.041557904,0.51832864,0.51832864,0.98278756,0.125580685,0.06276372,Early
TCGA-BH-A0W4-01A,0.56028166,0.148448369,0.675733691,0.300992335,0.262311103,0.881570805,0.083116973,0.347809145,0.511068471,0.472051915,0.511068471,0.881011011,0.429190212,0.652631887,0.768263649,0.276227498,0.483732026,0.618759754,0.228800688,0.90160004,0.538311837,0.546324753,0.480341213,0.624093638,0.337230871,0.025686544,0.489497355,0.307250911,0.758854997,0.372011467,0.511068471,0.431637746,0.068429867,0.770341574,0.787498448,0.763535578,0.661417578,0.845197667,0.551699577,0.595008344,0.475712531,0.313219,0.234929019,0.19787095,0.922966991,0.519339022,0.646543769,0.329300016,0.46578042,0.309953532,0.511068471,0.511068471,0.782043603,0.856720843,0.572141133,Early
TCGA-AR-A5QN-01A,0.563128301,0.534828851,0.753104357,0.243388554,0.300894648,0.662544955,0.106492098,0.648138555,0.746713985,0.455934653,0.677789782,0.712511904,0.54589059,0.432370574,0.751931535,0.067592869,0.140367852,0.537066652,0.232793222,0.913306528,0.848023857,0.252618269,0.595755155,0.177428389,0.56493108,0.574051701,0.463800988,0.478655365,0.79815216,0.364429215,0.534828851,0.513708491,0.417825083,0.678356515,0.864962401,0.812086749,0.652460532,0.92836166,0.615719889,0.49789435,0.33017483,0.357660092,0.153705693,0.609438301,0.913037664,0.725262451,0.48822642,0.535500567,0.324409358,0.272561911,0.654962935,0.864008689,0.816987311,0.575229372,0.133580043,Late
TCGA-AC-A62Y-01A,0.604243785,0.909131729,0.47686058,0.201928222,0.181222592,0.886681516,0.137867103,0.383605778,0.782239295,0.144536362,0.84470867,0.397984805,0.398580909,0.576688824,0.796454086,0.083065048,0.303062076,0.530524747,0.143497092,0.748055443,0.571352565,0.47472804,0.174248018,0.692884792,0.203335646,0.036155658,0.042754591,0.556083246,0.810032055,0.617929846,0.47472804,0.606179269,0.04319861,0.098071676,0.779284993,0.54575009,0.156675695,0.927803718,0.812668203,0.225514563,0.33677469,0.107485121,0.564563158,0.339229692,0.907403836,0.132182947,0.85472256,0.226763337,0.759059852,0.262862491,0.684039311,0.767062591,0.582852829,0.778022172,0.426699652,Early
TCGA-A2-A0T6-01A,0.409653418,0.855177222,0.802339834,0.38818889,0.472330036,0.798762114,0.258448499,0.832109601,0.906451686,0.690807591,0.464508905,0.605110128,0.502654657,0.593746952,0.808095085,0.081312339,0.526258623,0.703172006,0.340180013,0.926294163,0.858448216,0.60937152,0.617445681,0.66563382,0.652274901,0.104316506,0.565456551,0.44692651,0.83991296,0.638283083,0.85411313,0.6286898,0.256481428,0.705690107,0.918045618,0.870543873,0.631330752,0.905660099,0.653826008,0.474151786,0.50034692,0.172173224,0.413850297,0.526626037,0.897696458,0.483730433,0.667670627,0.537536188,0.180006522,0.6665358,0.918452324,0.60937152,0.986872283,0.857058643,0.23530222,Early
TCGA-D8-A1XZ-01A,0.177650656,0.195427921,0.653048503,0.312655089,0.354111113,0.928832827,0.102066315,0.171630804,0.445940862,0.044445533,0.277617774,0.35183838,0.222595708,0.296221612,0.418202894,0.271667339,0.575703679,0.891684791,0.222684802,0.903584046,0.43033854,0.232572438,0.712485636,0.433719413,0.132023569,0.016333788,0.456882784,0.229599557,0.829606602,0.183565233,0.896682621,0.829664816,0.11445794,0.486470502,0.89367114,0.728735137,0.378730864,0.445940862,0.579308739,0.173775372,0.553212359,0.614701274,0.14443905,0.468403761,0.866389715,0.124633716,0.7083443,0.706839348,0.80451256,0.061270327,0.445940862,0.445940862,0.859946427,0.487985133,0.232011499,Late
TCGA-E2-A1LL-01A,0.621544406,0.302272102,0.595528279,0.465899275,0.474571768,0.566736871,0.089790013,0.246394594,0.814833997,0.049465491,0.505060919,0.733439372,0.431741515,0.75618792,0.284108705,0.072315351,0.225883438,0.724785807,0.484620439,0.718598428,0.463143158,0.770272039,0.14510623,0.386531594,0.256296137,0.014998442,0.031900211,0.819729465,0.497546536,0.195973871,0.906285642,0.912513005,0.058909021,0.211124367,0.429809414,0.473694388,0.708852655,0.270078112,0.330645692,0.532465855,0.886116888,0.448038175,0.646548256,0.644397744,0.935671158,0.225618867,0.547650627,0.628476099,0.401361391,0.513243064,0.89733051,0.54258334,0.842326705,0.529369391,0.65214722,Late
TCGA-AC-A7VC-01A,0.116166913,0.112522285,0.70658995,0.418384272,0.489550572,0.88316008,0.102249872,0.367279616,0.798815191,0.045067968,0.556608258,0.642755529,0.246567665,0.790031107,0.607450022,0.08412221,0.282742123,0.84125413,0.323359177,0.911437388,0.957829767,0.455504905,0.111555908,0.111462494,0.236269666,0.029275969,0.046996318,0.525308724,0.897809657,0.529871201,0.879142397,0.877023297,0.074704688,0.232513867,0.599590474,0.666203833,0.105203402,0.455504905,0.14307521,0.236599077,0.746153743,0.13066747,0.142452064,0.147403442,0.902868697,0.199781556,0.345448123,0.052755609,0.798989363,0.788906189,0.899302159,0.455504905,0.985165245,0.839401143,0.12041,Early
TCGA-A7-A13F-01A,0.68577565,0.522833026,0.847527173,0.318630798,0.509952328,0.9394081,0.280310097,0.192678912,0.522833026,0.235998903,0.685558346,0.651936397,0.559516894,0.705821365,0.821192367,0.063654243,0.287981209,0.71815027,0.296401138,0.918252036,0.536659714,0.260495041,0.409516906,0.901304761,0.505517434,0.251278263,0.14689081,0.170335107,0.847602091,0.456802283,0.522833026,0.231311366,0.036585908,0.84682265,0.737655287,0.794352319,0.805094634,0.522833026,0.460453442,0.515047249,0.25709099,0.105658575,0.108617688,0.709258442,0.882617523,0.34921205,0.853803446,0.596164152,0.649641214,0.143545219,0.522833026,0.522833026,0.971563459,0.547492478,0.811681538,Late
TCGA-E2-A15J-01A,0.634807996,0.50975322,0.727308956,0.621061649,0.913206366,0.944685839,0.273557721,0.137129075,0.807485722,0.737781885,0.561820445,0.894349936,0.49590489,0.259401831,0.576711455,0.072338992,0.734343074,0.638447954,0.639296284,0.931855656,0.586266948,0.168373404,0.188851347,0.164113979,0.8484839,0.049959785,0.043292693,0.131761185,0.947980793,0.147302034,0.165637069,0.185314496,0.041315229,0.895486297,0.941149541,0.50975322,0.806718055,0.50975322,0.616524907,0.372399806,0.687447422,0.073326608,0.250386747,0.090746368,0.921379586,0.759755519,0.90385558,0.412772746,0.054768664,0.039698854,0.773882948,0.50975322,0.687311628,0.908060641,0.531593729,Early
TCGA-BH-A0H7-01A,0.105537482,0.107993647,0.817646213,0.18672224,0.134137519,0.778521093,0.423348529,0.220131801,0.540126392,0.291174578,0.332190876,0.689299243,0.762446046,0.632439734,0.693220407,0.302437245,0.717945698,0.88294691,0.139238478,0.911994296,0.890601513,0.540126392,0.081991898,0.356972471,0.419346903,0.158863339,0.175986418,0.32386726,0.833202901,0.203115854,0.628346805,0.351353343,0.581231628,0.734168207,0.88233024,0.874976118,0.787838101,0.540126392,0.753248706,0.807166921,0.220284398,0.722508363,0.707181858,0.753454411,0.8974198,0.671539001,0.369852832,0.875098466,0.793895485,0.13882445,0.7533731,0.540126392,0.413720707,0.742694607,0.512617856,Late
TCGA-BH-A1F0-01A,0.278113603,0.52484366,0.678182281,0.6736271,0.858035485,0.91556898,0.255987548,0.545531621,0.52484366,0.09165025,0.777139785,0.650642819,0.214815907,0.510916684,0.686921574,0.143859735,0.301856745,0.911648922,0.676996619,0.872845841,0.763931479,0.724234504,0.17115838,0.447466454,0.101571478,0.025618137,0.055030794,0.666457308,0.625306352,0.524678072,0.881999687,0.808046112,0.077664339,0.254447333,0.643059586,0.859696568,0.347360331,0.868858419,0.404277016,0.48740532,0.909881942,0.103184838,0.363876484,0.43268521,0.920012674,0.171076549,0.594557022,0.308048944,0.120552178,0.949610558,0.907064274,0.52484366,0.724481801,0.788834718,0.215393951,Early
TCGA-BH-A0H7-11A,0.136969991,0.77992215,0.589138664,0.566647411,0.63146959,0.836549503,0.230892851,0.744399001,0.838062994,0.098103714,0.749729473,0.717141511,0.400167833,0.686704213,0.356945883,0.143696444,0.297857956,0.852845933,0.501256457,0.874290413,0.555329132,0.835389588,0.091627133,0.519275826,0.396019596,0.03915354,0.054710525,0.43927922,0.519275826,0.614941555,0.760002825,0.789026649,0.120529503,0.388565002,0.492849172,0.873177681,0.432390761,0.519275826,0.36580535,0.388163415,0.641784986,0.255618514,0.530430647,0.499486328,0.878238646,0.19611537,0.412675473,0.457718536,0.413431266,0.851241365,0.860878461,0.519275826,0.585414948,0.651289573,0.578990402,Late
TCGA-LL-A5YL-01A,0.658217475,0.56556498,0.853670942,0.744073171,0.889828445,0.852697505,0.220620128,0.633850188,0.912091897,0.531519173,0.507774418,0.715527894,0.386067665,0.433817829,0.440185963,0.078605594,0.401800506,0.546549953,0.651190361,0.8465419,0.733440802,0.56556498,0.166624623,0.522812008,0.690094654,0.232897607,0.062399774,0.609561564,0.885850118,0.462746739,0.56556498,0.56556498,0.562787557,0.801673225,0.850604845,0.818544143,0.670277473,0.56556498,0.478995482,0.625727979,0.691864743,0.09444799,0.344684728,0.292475797,0.879362284,0.833774843,0.577821915,0.607611727,0.145045178,0.470172183,0.825816286,0.56556498,0.484286161,0.822177968,0.163472631,Early
TCGA-AC-A3YI-01A,0.381326241,0.857456484,0.736652281,0.530567342,0.589516702,0.669446306,0.086081164,0.584834887,0.898993106,0.289529686,0.700437259,0.851568624,0.394907089,0.559200619,0.571150183,0.071959898,0.36288702,0.86792312,0.494957662,0.901016632,0.59936059,0.81790186,0.378238292,0.709116979,0.602562605,0.03244576,0.062770531,0.546539369,0.625894569,0.584073182,0.838730901,0.85900801,0.180387815,0.423115396,0.662445407,0.824480156,0.398181761,0.903611613,0.534011067,0.350541199,0.714009044,0.096471517,0.350062294,0.314041273,0.910447214,0.403224725,0.5369296,0.278691603,0.409178981,0.755084139,0.907329777,0.845982874,0.630250193,0.532251169,0.354891967,Late
TCGA-BH-A8FZ-01A,0.267829151,0.873874437,0.771292039,0.428480931,0.520649134,0.851667006,0.166767762,0.461337566,0.818155284,0.250028962,0.629268355,0.869153676,0.384869756,0.693097613,0.578357474,0.118012183,0.460836791,0.688415997,0.416414795,0.932117598,0.659071149,0.719422165,0.13132989,0.462455414,0.567997786,0.029703633,0.040928621,0.551293421,0.737820442,0.531473994,0.906183793,0.6196855,0.073729506,0.669544786,0.727457702,0.897919666,0.51665275,0.907956284,0.527182076,0.522214141,0.602962085,0.163689628,0.490150607,0.361088203,0.93446199,0.511076215,0.669594345,0.484170201,0.533099547,0.483306215,0.762052625,0.792544137,0.524612741,0.69662112,0.276849343,Early
TCGA-E2-A1LK-01A,0.527313121,0.169282221,0.386529888,0.875405404,0.917467499,0.950366563,0.136929647,0.160578495,0.536135411,0.1329198,0.931708052,0.198133447,0.119240466,0.269373645,0.173713923,0.142517177,0.419601688,0.926495362,0.89382528,0.95148784,0.323857406,0.290910575,0.808380206,0.80170659,0.034647977,0.082886146,0.883460471,0.242371922,0.87273106,0.730698222,0.910546581,0.728085124,0.524189551,0.4217328,0.711325056,0.950166972,0.36254539,0.923945301,0.13577854,0.275093774,0.951166985,0.506011089,0.829675696,0.150775973,0.890831563,0.193377377,0.402347087,0.632902159,0.772147907,0.952478933,0.901797612,0.553250152,0.346101589,0.901084505,0.610725137,Late
TCGA-AO-A1KT-01A,0.150266448,0.067732725,0.709458892,0.20056493,0.174160439,0.611078329,0.053988419,0.212151969,0.385093327,0.092523521,0.229264702,0.457137765,0.325312862,0.487930989,0.483649196,0.063015425,0.119406061,0.639123832,0.19077155,0.867323625,0.424568388,0.223230695,0.674741678,0.352207592,0.364384741,0.012363705,0.264550784,0.284629969,0.840352184,0.240942072,0.914355742,0.813084047,0.155395812,0.665813664,0.90548085,0.385093327,0.647670297,0.385093327,0.418989514,0.556718577,0.255324525,0.090142586,0.150414294,0.455953787,0.887565745,0.211063143,0.682508713,0.061464239,0.493724933,0.096187991,0.35463193,0.385093327,0.443673836,0.505676926,0.057085013,Early
TCGA-EW-A1P4-01A,0.404904679,0.375678666,0.574725301,0.761894928,0.882308108,0.716000045,0.583401472,0.680821846,0.914592796,0.121156423,0.82051396,0.907080068,0.221380327,0.521940327,0.554177292,0.063919918,0.245907177,0.903218897,0.783403027,0.894600634,0.55412195,0.625491014,0.142729268,0.313169302,0.084698494,0.090895879,0.032267981,0.657905014,0.435353284,0.218006606,0.913707665,0.76349718,0.042523617,0.187093552,0.299945232,0.701112389,0.289977885,0.493914107,0.290768864,0.242560977,0.920738614,0.482512818,0.236406915,0.07530454,0.917942738,0.208306272,0.442751962,0.434390816,0.082090402,0.948566266,0.944517748,0.677998242,0.503480372,0.88924958,0.089652457,Early
TCGA-B6-A409-01A,0.246354778,0.536307982,0.362479486,0.683993661,0.736640007,0.916714266,0.164607326,0.371486014,0.861685291,0.069088887,0.574201646,0.465419331,0.348838168,0.488304336,0.533906886,0.131906657,0.270858244,0.944760489,0.649126286,0.726453336,0.693097726,0.425668728,0.332155159,0.739025587,0.123438745,0.025832131,0.045338945,0.543620864,0.470608073,0.382485831,0.894548466,0.882255966,0.052393814,0.132305841,0.719019893,0.899787693,0.264997222,0.932086278,0.288542641,0.284890106,0.859043203,0.116020536,0.425563797,0.136318816,0.944379677,0.158630649,0.434314158,0.516049769,0.612421542,0.921362716,0.938901128,0.703364179,0.479087956,0.608179434,0.567193373,Late
TCGA-E9-A248-01A,0.530380633,0.520083591,0.498901739,0.539990338,0.56715826,0.751976871,0.28453484,0.483701632,0.735878714,0.051613962,0.783402896,0.789727387,0.216654033,0.631217305,0.629222119,0.065449129,0.506361281,0.783579012,0.450721452,0.835514924,0.562379725,0.642675488,0.286439342,0.357151274,0.097829489,0.020539148,0.04453712,0.711542603,0.462005492,0.321701604,0.90422991,0.937595823,0.15544955,0.17417905,0.466978269,0.87954149,0.242175966,0.914825786,0.411928717,0.417060044,0.609961586,0.392433717,0.365630156,0.116698159,0.943590999,0.250231613,0.503102103,0.414324721,0.087098291,0.974764168,0.873034303,0.704137264,0.655851502,0.585128877,0.255482178,Early
TCGA-BH-A0AZ-01A,0.564830226,0.433296065,0.778891233,0.360807082,0.391239633,0.895047,0.240538724,0.487868445,0.433296065,0.324417803,0.358961242,0.552485874,0.620452877,0.329931295,0.72544639,0.098232433,0.429064242,0.452967273,0.268427103,0.908963177,0.645494888,0.433296065,0.157948248,0.305884111,0.520909696,0.022286804,0.056708994,0.360156263,0.747509592,0.312405047,0.433296065,0.433296065,0.05339376,0.530374659,0.745396694,0.433296065,0.490415636,0.433296065,0.378345645,0.640946192,0.379575881,0.158008237,0.169666361,0.521580814,0.433296065,0.618598418,0.606076342,0.504780219,0.14296781,0.342322401,0.433296065,0.433296065,0.520066509,0.580672921,0.197258729,Late
TCGA-BH-A1FH-01A,0.389076165,0.649311147,0.630034228,0.488631109,0.485467935,0.785707231,0.169493313,0.526606457,0.853271525,0.225997742,0.693510417,0.682914081,0.311591696,0.620062456,0.587684516,0.103469807,0.276709786,0.859768679,0.391084319,0.938238964,0.539722428,0.549839247,0.106231167,0.719260788,0.425209655,0.079857681,0.036026987,0.4994422,0.474216403,0.553473903,0.843263064,0.686466729,0.230354492,0.329960106,0.517014985,0.872720367,0.381415355,0.848116474,0.347656856,0.486938645,0.526450699,0.235956513,0.357012332,0.384903133,0.916472218,0.216228394,0.506439351,0.345848756,0.403868811,0.612600977,0.854269001,0.859242549,0.531637534,0.519755822,0.440913455,Early
TCGA-BH-A1FH-11B,0.25397333,0.856420209,0.653190703,0.567633115,0.623166239,0.729916153,0.138015135,0.588761813,0.913121476,0.068866767,0.721989488,0.789867556,0.312270049,0.632019032,0.589665333,0.10081188,0.204390248,0.955772035,0.496036086,0.818080992,0.558476997,0.628055241,0.073002647,0.640947452,0.400714793,0.01414938,0.036384172,0.63919109,0.454419851,0.628695041,0.923769962,0.892254148,0.049965162,0.140422734,0.460795913,0.860939816,0.452583482,0.911583627,0.379239464,0.364695675,0.666911152,0.132347985,0.428819423,0.173243917,0.938856192,0.193594313,0.467973962,0.231401821,0.275931109,0.866917806,0.947572004,0.879012876,0.594849342,0.398140171,0.469879965,Early
TCGA-E2-A15K-01A,0.543934381,0.196740944,0.261881811,0.295341738,0.405965303,0.950615712,0.106746644,0.173364718,0.406063366,0.040111178,0.582701121,0.464596676,0.525022854,0.470885778,0.479990558,0.172482845,0.574230471,0.639576849,0.226323422,0.906600093,0.438603382,0.431735246,0.14194715,0.355391684,0.094891227,0.020361413,0.056651309,0.54427569,0.623890304,0.170951179,0.406063366,0.489301485,0.052471039,0.4659049,0.897469479,0.646648289,0.722424521,0.187634092,0.563636987,0.284743605,0.518655271,0.1369204,0.550694184,0.081325299,0.406063366,0.164056014,0.431534906,0.591984374,0.20749053,0.228578861,0.406063366,0.406063366,0.673880789,0.756943241,0.755058361,Early
TCGA-AN-A0XO-01A,0.639525554,0.138668859,0.610453482,0.25012011,0.170898019,0.933711174,0.581772784,0.431141642,0.483262765,0.21109491,0.551338761,0.475926147,0.735372838,0.449400518,0.642300263,0.156185998,0.344754218,0.492975196,0.176968005,0.872537578,0.798954323,0.305445345,0.077990276,0.359464852,0.399060207,0.064875027,0.451885305,0.255663832,0.744549425,0.333316132,0.483262765,0.483262765,0.221687683,0.563792393,0.730739366,0.483262765,0.786314428,0.883640812,0.623547568,0.685982269,0.318096072,0.38444869,0.177692953,0.602311374,0.913110347,0.284944202,0.706631627,0.731122722,0.549357164,0.276062406,0.666788761,0.483262765,0.425941292,0.729056592,0.245518746,Late
TCGA-AR-A24Z-01A,0.822567848,0.098873345,0.70777093,0.086124997,0.076509651,0.950588952,0.08402221,0.101511631,0.415555589,0.714045439,0.730184865,0.519336893,0.78178297,0.309952124,0.692885105,0.065773021,0.849358611,0.711349579,0.089349868,0.462894239,0.579741435,0.142901281,0.750169677,0.178266138,0.591127376,0.283798704,0.22870445,0.158885515,0.776559594,0.215008892,0.462894239,0.207704495,0.348164933,0.828639825,0.89608989,0.786632124,0.902071727,0.073441625,0.619464639,0.308925942,0.149576561,0.640122137,0.134368231,0.774181548,0.892437755,0.57852257,0.675859224,0.809427848,0.496022584,0.040761306,0.462894239,0.462894239,0.31453149,0.319930466,0.098022591,Early
TCGA-GI-A2C9-01A,0.30080671,0.545857902,0.679100035,0.807235542,0.829774049,0.915325216,0.148374104,0.388862825,0.894655159,0.056131649,0.841930882,0.51098805,0.285722516,0.57743641,0.344891476,0.07100197,0.161371087,0.92603755,0.832789437,0.65197613,0.508336745,0.771075823,0.4627261,0.407911517,0.071086652,0.361807777,0.397707273,0.446143399,0.512346162,0.460912937,0.931385505,0.908329683,0.042205478,0.080694594,0.671574085,0.922173369,0.706690698,0.825876115,0.121616406,0.585762254,0.942376707,0.536882148,0.736053773,0.120637484,0.919228213,0.077923846,0.320126758,0.559339392,0.378061258,0.766350063,0.93162892,0.704079831,0.607169563,0.91186107,0.543834318,Early
TCGA-E9-A1NG-01A,0.502463571,0.507683886,0.733822401,0.453453928,0.444275015,0.924913566,0.357816727,0.393375782,0.815230144,0.40947895,0.667595718,0.656666753,0.371594855,0.46333322,0.633788714,0.492486763,0.270073406,0.727177652,0.434875777,0.873967084,0.569787154,0.649160324,0.248254037,0.396047785,0.457252035,0.018485502,0.05896206,0.536558665,0.861780493,0.272596388,0.80403089,0.849728761,0.222072305,0.459349578,0.796568354,0.701297366,0.46443226,0.507683886,0.605748454,0.468804104,0.636365006,0.360150853,0.13522208,0.305723693,0.915532959,0.193838829,0.763821163,0.381756528,0.245467437,0.187094501,0.896193836,0.703517472,0.623772715,0.417043192,0.074439145,Early
TCGA-AR-A1AW-01A,0.550058029,0.824428432,0.57597996,0.5321533,0.641029291,0.942344764,0.196767244,0.480162436,0.85303229,0.227400623,0.841219237,0.888240136,0.334231631,0.707457246,0.864619045,0.297432386,0.416817871,0.916674085,0.551448827,0.903494593,0.800698531,0.815490203,0.484344795,0.72926763,0.277280983,0.039127648,0.122131855,0.769731543,0.707494274,0.541128317,0.908187282,0.816662429,0.271911325,0.513333776,0.800328031,0.887095919,0.547542908,0.888732098,0.571530602,0.48443608,0.637070733,0.32716783,0.382478725,0.411724269,0.885862503,0.33573497,0.71452473,0.352362594,0.378422919,0.677568185,0.875031177,0.829954552,0.690745798,0.883002149,0.103256249,Early
TCGA-D8-A1JK-01A,0.615017621,0.075695525,0.571764999,0.800298443,0.883795956,0.947137581,0.093269859,0.337331126,0.628708225,0.050702574,0.839587432,0.401789884,0.212497672,0.480098659,0.636516928,0.06648721,0.472575321,0.918434391,0.832152954,0.83807147,0.516802106,0.334114787,0.150987774,0.223222519,0.091442626,0.017172857,0.045594192,0.597562396,0.49243789,0.235304435,0.473107139,0.929050555,0.077619971,0.49702873,0.46198415,0.601289802,0.24398343,0.891167915,0.350120282,0.51170626,0.947590948,0.534808357,0.419985028,0.165182606,0.932953359,0.115371377,0.724758548,0.572367728,0.122188566,0.76569615,0.73650806,0.473107139,0.557174979,0.351223192,0.158342961,Early
